Name,Type,District,Lat_WGS84,Lon_WGS84,Easting_HK1980,Northing_HK1980
PINE CARE (MANNING) ELDERLY CENTRE,Location of Residential Care Homes for the Elderly in Hong Kong,WONG TAI SIN,22.3470133,114.20239638,838896.2999999998,823101.5999999996
GOSPEL BRIDGE CARE & ATTENTION HOME FOR THE AGED,Location of Residential Care Homes for the Elderly in Hong Kong,YUEN LONG,22.49887,114.0778,826073.5,839921.0999999996
FUK COURT NURSING CENTRE,Location of Residential Care Homes for the Elderly in Hong Kong,SAI KUNG,22.33498,114.24034,842806.0999999996,821770.5999999996
WA TAI GOLDEN AGED HOME,Location of Residential Care Homes for the Elderly in Hong Kong,WAN CHAI,22.27932155,114.18791658,837405.2999999998,815605.8000000007
HO CHEUNG HOME FOR THE ELDERLY (SPONSORED BY SIK SIK YUEN),Location of Residential Care Homes for the Elderly in Hong Kong,TUEN MUN,22.40754022,113.96243204,814187.7999999998,829819.9000000004
GRANYET (ABERDEEN) ELDERLY CARE CENTRE [RCHE] / GY CARE (ABERDEEN) [CCSV RSP],Location of Residential Care Homes for the Elderly in Hong Kong,SOUTHERN,22.24901255,114.14835307,833327.7000000002,812249.6999999993
KAM MA HOME OF AGED LIMITED,Location of Residential Care Homes for the Elderly in Hong Kong,KOWLOON CITY,22.30687423,114.18340589,836940.4000000004,818656.5
MING YUET HOME FOR THE ELDERLY FIRST BRANCH,Location of Residential Care Homes for the Elderly in Hong Kong,KOWLOON CITY,22.31958901,114.18865742,837481.2000000002,820064.0
THE WOMEN'S WELFARE CLUB (EASTERN DISTRICT) HONG KONG NG SIU MUI HOME CUM CARE AND ATTENTION UNIT FOR THE ELDERLY [RCHE] / THE WOMEN’S WELFARE CLUB (EASTERN DISTRICT) HONG KONG NG SIU MUI HOME JOYFUL GARDEN [CCSV RSP],Location of Residential Care Homes for the Elderly in Hong Kong,EASTERN,22.27725582,114.22493359,841220.5999999996,815377.3000000007
GLORIOUS ELDERLY CENTRE LIMITED,Location of Residential Care Homes for the Elderly in Hong Kong,YAU TSIM MONG,22.30659415,114.16754777,835306.2000000002,818625.5
THE GREENERY,Location of Residential Care Homes for the Elderly in Hong Kong,KWAI TSING,22.35449396,114.1032556,828684.4000000004,823931.5
PO LEUNG KUK WONG CHUK HANG SERVICE FOR THE ELDERLY - 1984 CARE AND ATTENTION HOME CUM MADAM AW TAN KYI KYI HOME FOR THE AGED [RCHE] / PO LEUNG KUK CARE SERVICE FOR THE ELDERS (WONG CHUK HANG) [CCSV RSP],Location of Residential Care Homes for the Elderly in Hong Kong,SOUTHERN,22.25167909,114.17538033,836114.0,812544.0
NAM LO MANSION HOME AGED LIMITED,Location of Residential Care Homes for the Elderly in Hong Kong,SHAM SHUI PO,22.33742363,114.15696486,834216.5,822039.5999999996
THE GREENWOOD,Location of Residential Care Homes for the Elderly in Hong Kong,KWAI TSING,22.35449396,114.1032556,828684.4000000004,823931.5
WONDERFUL LIVING ELDERLY HOME LIMITED,Location of Residential Care Homes for the Elderly in Hong Kong,KWAI TSING,22.34991324,114.09850105,828194.9000000004,823424.5999999996
Jubilant Elderly Care (Tung Tau Estate),Location of Residential Care Homes for the Elderly in Hong Kong,WONG TAI SIN,22.33266489,114.19340519,837970.5,821512.4000000004
KWONG FUK ELDERLY CARE CENTRE (TSUEN WAN) LIMITED,Location of Residential Care Homes for the Elderly in Hong Kong,TSUEN WAN,22.37879,114.10853,829229.5,826622.0999999996
KWAI FONG HOME,Location of Residential Care Homes for the Elderly in Hong Kong,KWAI TSING,22.35951,114.12924,831361.7000000002,824486.3000000007
VALUE CARE ELDERLY CENTER,Location of Residential Care Homes for the Elderly in Hong Kong,YAU TSIM MONG,22.32107002,114.16480969,835024.0,820229.0
KAM TIN GOLDEN AGE HOME FOR SENIOR CITIZENS,Location of Residential Care Homes for the Elderly in Hong Kong,YUEN LONG,22.44024119,114.06142907,824383.0999999996,833429.8000000007
KA WAH HOME FOR AGED LIMITED,Location of Residential Care Homes for the Elderly in Hong Kong,TUEN MUN,22.39544047,113.9773767,815724.2999999998,828477.9000000004
CAINE HOME FOR THE ELDERLY LIMITED,Location of Residential Care Homes for the Elderly in Hong Kong,CENTRAL AND WESTERN,22.2819478,114.15107305,833608.7000000002,815896.0999999996
TUNG MING CONVALESCENT HOME PAK SHE BRANCH,Location of Residential Care Homes for the Elderly in Hong Kong,ISLANDS,22.21188478,114.02771064,820887.9000000004,808145.4000000004
YAN OI ELDER CENTRE LIMITED,Location of Residential Care Homes for the Elderly in Hong Kong,TSUEN WAN,22.37735019,114.10312707,828672.2999999998,826462.9000000004
KWAI SHING EAST RHENISH CARE AND ATTENTION HOME,Location of Residential Care Homes for the Elderly in Hong Kong,KWAI TSING,22.36303725,114.12822262,831256.7000000002,824876.1999999993
CARITAS FU TUNG HOME,Location of Residential Care Homes for the Elderly in Hong Kong,ISLANDS,22.28680932,113.94149176,812010.7999999998,816452.9000000004
YICK HONG HOME FOR THE AGED (KOWLOON) LIMITED,Location of Residential Care Homes for the Elderly in Hong Kong,SHAM SHUI PO,22.33764033,114.15668332,834187.7000000002,822063.9000000004
JUPITER ELDERLY CENTRE LIMITED,Location of Residential Care Homes for the Elderly in Hong Kong,EASTERN,22.28655472,114.19236145,837863.9000000004,816406.4000000004
FLOWER FOREST ELDERLY HOME LIMITED,Location of Residential Care Homes for the Elderly in Hong Kong,SOUTHERN,22.24973514,114.14910961,833405.0,812329.4000000004
WORLDTEX HOME FOR THE ELDERLY,Location of Residential Care Homes for the Elderly in Hong Kong,KWAI TSING,22.3607,114.12246,830663.4000000004,824618.4000000004
POK OI HOSPITAL CENTENARY CHAN SEE MEMORIAL NURSING HOME CUM DAY CARE CENTRE,Location of Residential Care Homes for the Elderly in Hong Kong,YUEN LONG,22.44917113,114.02703074,820843.9000000004,834421.8000000007
SZE HONG ELDERLY CARE CENTRE,Location of Residential Care Homes for the Elderly in Hong Kong,YAU TSIM MONG,22.32629897,114.16867241,835422.7999999998,820807.0
FORTUNE ELDERLY CENTRE,Location of Residential Care Homes for the Elderly in Hong Kong,KOWLOON CITY,22.32006757,114.18947276,837565.7000000002,820117.0999999996
CHRISTIAN SAI KUNG CHU YAN HOME OF AGED LIMITED,Location of Residential Care Homes for the Elderly in Hong Kong,SAI KUNG,22.37953419,114.27066453,845926.5,826705.5
KWONG ON HOME OF THE AGED LIMITED,Location of Residential Care Homes for the Elderly in Hong Kong,YAU TSIM MONG,22.31671769,114.17382674,835953.2999999998,819746.0999999996
HONG SHUI GARDEN OF AGED COMPANY LIMITED,Location of Residential Care Homes for the Elderly in Hong Kong,TUEN MUN,22.4000293,113.97847727,815838.2000000002,828984.9000000004
TING ON HOME FOR THE AGED LIMITED,Location of Residential Care Homes for the Elderly in Hong Kong,TSUEN WAN,22.37703,114.10429,828792.7000000002,826427.5
HAPPY FAMILY FOR THE AGED LIMITED,Location of Residential Care Homes for the Elderly in Hong Kong,SHAM SHUI PO,22.33267,114.16416,834958.2000000002,821513.5
WAN HO KAN CARE AND ATTENTION HOME,Location of Residential Care Homes for the Elderly in Hong Kong,ISLANDS,22.21249824,114.02703109,820817.9000000004,808213.0999999996
EVERGREEN NURSING HOME CUM DAY CARE CENTRE,Location of Residential Care Homes for the Elderly in Hong Kong,KWAI TSING,22.3702377,114.13999773,832469.2000000002,825673.0999999996
GLORY J. HOME FOR THE ELDERLY LIMITED,Location of Residential Care Homes for the Elderly in Hong Kong,KWAI TSING,22.37076099,114.13795859,832259.0999999996,825731.9000000004
NEW KIU ELDERLY HOME LIMITED,Location of Residential Care Homes for the Elderly in Hong Kong,KWUN TONG,22.32720695,114.214225,840115.5,820908.1999999993
PO LEUNG KUK ECO-HOME FOR THE SENIOR CUM SUNNY GREEN DAY CARE CENTRE FOR THE SENIOR [RCHE] / PO LEUNG KUK CARE SERVICE FOR THE ELDERS (FU CHEONG) [CCSV RSP],Location of Residential Care Homes for the Elderly in Hong Kong,SHAM SHUI PO,22.32724594,114.15516089,834030.9000000004,820912.3000000007
LONG LIFE NURSING HOME,Location of Residential Care Homes for the Elderly in Hong Kong,SHAM SHUI PO,22.33307159,114.1638768,834928.2999999998,821557.8000000007
SHUNG TAK OLD AGE HOME FAR EAST BRANCH,Location of Residential Care Homes for the Elderly in Hong Kong,NORTH,22.54547997,114.22308166,841020.7999999998,845080.0
TUNG FONG HOME FOR THE AGED,Location of Residential Care Homes for the Elderly in Hong Kong,CENTRAL AND WESTERN,22.28633587,114.14634655,833121.2999999998,816382.3000000007
ON FUK HOME FOR ELDER [RCHE] / ON FUK NURSING HOME LIMITED [CCSV RSP],Location of Residential Care Homes for the Elderly in Hong Kong,KWAI TSING,22.36827793,114.13939627,832407.4000000004,825456.0999999996
TUNG WAH GROUP OF HOSPITALS FONG WONG WOON TEI HOME FOR THE ELDERLY,Location of Residential Care Homes for the Elderly in Hong Kong,NORTH,22.49376583,114.14161719,832639.2999999998,839352.3000000007
KWAI FONG CARE AND ATTENTION HOME FOR THE AGED,Location of Residential Care Homes for the Elderly in Hong Kong,KWAI TSING,22.35926217,114.12720452,831151.5,824458.6999999993
KIANGSU CHEKIANG AND SHANGHAI RESIDENTS (HONG KONG) ASSOCIATION KWAI TSING HOSTEL FOR THE ELDERLY,Location of Residential Care Homes for the Elderly in Hong Kong,KWAI TSING,22.36702717,114.12322097,830741.9000000004,825318.1999999993
EVERGREEN INT'L (HK) ASSOCIATION,Location of Residential Care Homes for the Elderly in Hong Kong,YUEN LONG,22.43834,114.09437,827774.7999999998,833217.1999999993
FOOK YEN HOME FOR THE AGED LIMITED,Location of Residential Care Homes for the Elderly in Hong Kong,EASTERN,22.29061806,114.19648609,838288.4000000004,816856.0999999996
SAN PO KONG ELDERLY CARE CENTRE LIMITED,Location of Residential Care Homes for the Elderly in Hong Kong,WONG TAI SIN,22.33459717,114.19583217,838220.7999999998,821726.1999999993
PINE AGED HOME,Location of Residential Care Homes for the Elderly in Hong Kong,YAU TSIM MONG,22.30677494,114.17170153,835734.7999999998,818645.4000000004
TUNG MING CONVALESCENT HOME,Location of Residential Care Homes for the Elderly in Hong Kong,YAU TSIM MONG,22.32209919,114.16111156,834643.7999999998,820342.0
MIE KING HOME FOR AGED LIMITED,Location of Residential Care Homes for the Elderly in Hong Kong,KOWLOON CITY,22.31751177,114.19127782,837751.2000000002,819834.8000000007
SUN MAN FOOK AGED HOME - TAI WAI BRANCH,Location of Residential Care Homes for the Elderly in Hong Kong,SHA TIN,22.36459779,114.1749908,836073.9000000004,825048.0999999996
WEALTHKING SANATORIUM,Location of Residential Care Homes for the Elderly in Hong Kong,SAI KUNG,22.32356247,114.25427203,844241.7999999998,820506.6999999993
HO HO GEROCOMY CENTRE,Location of Residential Care Homes for the Elderly in Hong Kong,KWAI TSING,22.36611039,114.13847447,832312.5,825216.9000000004
WEALTHY HOME FOR AGED - TAK FUNG MANSION BRANCH,Location of Residential Care Homes for the Elderly in Hong Kong,NORTH,22.50648575,114.12688972,831124.0,840761.3000000007
EVERGREEN RESIDENTIAL CARE HOME LIMITED,Location of Residential Care Homes for the Elderly in Hong Kong,WAN CHAI,22.27903255,114.18816884,837431.0999999996,815573.6999999993
TSUNG BAK HOME FOR THE AGED,Location of Residential Care Homes for the Elderly in Hong Kong,EASTERN,22.27950422,114.2256718,841296.7999999998,815626.5
ABERDEEN CHI OI FAMILY FOR OLD PEOPLE,Location of Residential Care Homes for the Elderly in Hong Kong,SOUTHERN,22.24778587,114.15875281,834399.7000000002,812113.3000000007
LIGHT AND LOVE HOME LIMITED - LIGHT AND LOVE ELDERLY HOSTEL,Location of Residential Care Homes for the Elderly in Hong Kong,TUEN MUN,22.40448989,113.97088601,815057.4000000004,829481.0
HUNG TO FOR THE HOME,Location of Residential Care Homes for the Elderly in Hong Kong,KOWLOON CITY,22.32680458,114.18673614,837283.4000000004,820863.5
YI WO YUEN AGED SANATORIUM CENTRE (KOWLOON) [RCHE] / YI WO YUEN DAY CARE CENTRE FOR THE ELDERLY (KOWLOON) [CCSV RSP],Location of Residential Care Homes for the Elderly in Hong Kong,KOWLOON CITY,22.31991455,114.17689377,836269.5999999996,820100.5
PO LEUNG KUK TAI KOK TSUI HOME FOR THE ELDERLY CUM CHERISH DAY CARE CENTRE FOR THE ELDERLY [RCHE] / PO LEUNG KUK CARE SERVICE FOR THE ELDERS (TAI KOK TSUI) [CCSV RSP],Location of Residential Care Homes for the Elderly in Hong Kong,YAU TSIM MONG,22.3188392,114.16174281,834708.7000000002,819980.9000000004
WAH FU ELDERLY CENTRE,Location of Residential Care Homes for the Elderly in Hong Kong,SOUTHERN,22.25322727,114.13612845,832067.0999999996,812716.1999999993
SHUI HING NURSING CENTRE LIMITED,Location of Residential Care Homes for the Elderly in Hong Kong,KWUN TONG,22.32846794,114.22647506,841377.5,821048.0999999996
PO LEUNG KUK KWOK LAW KWAI CHUN HOME FOR THE ELDERLY,Location of Residential Care Homes for the Elderly in Hong Kong,CENTRAL AND WESTERN,22.28701322,114.14665693,833153.2999999998,816457.5999999996
FRIENDLY HO SHING HOME FOR THE AGED LIMITED,Location of Residential Care Homes for the Elderly in Hong Kong,YUEN LONG,22.44241558,114.02618312,820755.7000000002,833673.4000000004
FORWARD LIVING,Location of Residential Care Homes for the Elderly in Hong Kong,TUEN MUN,22.4081178,113.9836229,816369.7000000002,829880.0999999996
YUEN YUEN NURSING HOME CUM DAY CARE CENTRE FOR THE ELDERLY (SHUN LEE ESTATE),Location of Residential Care Homes for the Elderly in Hong Kong,KWUN TONG,22.32992183,114.22659206,841389.7999999998,821209.8000000007
JADE ELDERLY HOME [RCHE] / NEIGHBOURHOOD DAY CARE [CCSV RSP],Location of Residential Care Homes for the Elderly in Hong Kong,SOUTHERN,22.24744261,114.15789917,834311.0999999996,812075.6999999993
HON TAT ELDERLY CARE CENTRE BRANCH,Location of Residential Care Homes for the Elderly in Hong Kong,KWUN TONG,22.31734084,114.23090669,841834.2999999998,819816.9000000004
CHU YAN CARE AND ATTENTION HOME,Location of Residential Care Homes for the Elderly in Hong Kong,EASTERN,22.29061783,114.19830073,838475.9000000004,816856.0999999996
THE LODGE (HUNG HOM) NURSING CENTRE,Location of Residential Care Homes for the Elderly in Hong Kong,KOWLOON CITY,22.31160605,114.18742416,837354.5999999996,819180.3000000007
PO KIN HOME FOR AGED,Location of Residential Care Homes for the Elderly in Hong Kong,NORTH,22.4991574,114.14360811,832844.2000000002,839949.0999999996
KONG TAI CARE FOR THE AGED CENTRE LIMITED,Location of Residential Care Homes for the Elderly in Hong Kong,WONG TAI SIN,22.34646263,114.20111484,838764.5,823040.6999999993
TUNG WAH GROUP OF HOSPITALS HO TUNG HOME FOR THE ELDERLY,Location of Residential Care Homes for the Elderly in Hong Kong,WONG TAI SIN,22.34273177,114.20829781,839504.2000000002,822627.8000000007
HAPPY YEAR ELDERLY CARE HOME,Location of Residential Care Homes for the Elderly in Hong Kong,SHAM SHUI PO,22.32797807,114.1608197,834613.0,820993.0999999996
LOK SEEN AGED HOSTEL,Location of Residential Care Homes for the Elderly in Hong Kong,EASTERN,22.29000409,114.1954962,838186.4000000004,816788.5
ON LING AGED HOME,Location of Residential Care Homes for the Elderly in Hong Kong,KOWLOON CITY,22.31949868,114.18907477,837524.5,820054.0
HING NAM CARE HOME (LEE ON) LIMITED,Location of Residential Care Homes for the Elderly in Hong Kong,SHA TIN,22.42646211,114.24101192,842870.7999999998,831900.6999999993
YIU TUNG ELDERLY CARE CENTRE LIMITED,Location of Residential Care Homes for the Elderly in Hong Kong,EASTERN,22.27726,114.22493,841220.5999999996,815378.4000000004
CYPRESS (SHEUNG WAN) CARE HOME,Location of Residential Care Homes for the Elderly in Hong Kong,CENTRAL AND WESTERN,22.28633587,114.14634655,833121.2999999998,816382.3000000007
TAI KOK TSUI ELDERLY HOME,Location of Residential Care Homes for the Elderly in Hong Kong,YAU TSIM MONG,22.3223,114.16453,834996.2000000002,820365.1999999993
HONG LOK YUEN AGED SANATORIUM CENTRE LIMITED,Location of Residential Care Homes for the Elderly in Hong Kong,KOWLOON CITY,22.32024826,114.18843423,837458.5999999996,820137.0999999996
HOPKINS (JORDAN) ELDERLY HOME LIMITED,Location of Residential Care Homes for the Elderly in Hong Kong,YAU TSIM MONG,22.30677494,114.17170153,835734.7999999998,818645.4000000004
HONG YEE ELDERLY CENTRE,Location of Residential Care Homes for the Elderly in Hong Kong,CENTRAL AND WESTERN,22.28742,114.13817,832279.4000000004,816503.1999999993
CHING YAN ELDERLY HOME,Location of Residential Care Homes for the Elderly in Hong Kong,TUEN MUN,22.40997,113.98086,816085.7999999998,830086.4000000004
CHEE SING KOK SOCIAL CENTRE OF THE HUMANITY LOVE,Location of Residential Care Homes for the Elderly in Hong Kong,CENTRAL AND WESTERN,22.27904,114.11809,830209.7000000002,815575.9000000004
SHEUNG ON ELDERLY HOME,Location of Residential Care Homes for the Elderly in Hong Kong,YAU TSIM MONG,22.30609751,114.16835332,835389.7000000002,818570.0999999996
THE HONG KONG SOCIETY FOR THE AGED MADAM HO SIN HANG HOME FOR THE ELDERLY,Location of Residential Care Homes for the Elderly in Hong Kong,SOUTHERN,22.27048127,114.12369444,830786.5,814627.8000000007
THE HONG KONG SOCIETY FOR THE AGED SHEK WAI KOK HOME FOR THE ELDERLY,Location of Residential Care Homes for the Elderly in Hong Kong,TSUEN WAN,22.37551591,114.12332453,830752.5,826258.3000000007
JUBILANT (MONG KOK),Location of Residential Care Homes for the Elderly in Hong Kong,YAU TSIM MONG,22.31635644,114.17274941,835842.0,819706.3000000007
SUPREME ELDERLY HOME,Location of Residential Care Homes for the Elderly in Hong Kong,KWAI TSING,22.36667849,114.13514405,831969.5999999996,825279.0
JOIN-IN ELDERLY HOME LIMITED,Location of Residential Care Homes for the Elderly in Hong Kong,YAU TSIM MONG,22.32209012,114.16068449,834599.5,820342.0
LAGUNA ELDERLY HOUSE,Location of Residential Care Homes for the Elderly in Hong Kong,KOWLOON CITY,22.3091497,114.18787041,837401.0,818907.9000000004
MERIT HOME FOR AGED,Location of Residential Care Homes for the Elderly in Hong Kong,EASTERN,22.26162917,114.23591088,842352.9000000004,813647.0
TZ'U TE HOME FOR THE AGED,Location of Residential Care Homes for the Elderly in Hong Kong,SAI KUNG,22.29692594,114.2933564,848270.2999999998,817559.3000000007
ASIA WOMEN'S LEAGUE LTD. CHAN KWUN TUNG CARE AND ATTENTION HOME FOR THE ELDERLY,Location of Residential Care Homes for the Elderly in Hong Kong,KOWLOON CITY,22.33426,114.1811,836703.2999999998,821689.5
KAM WAH (SAI WAN) HOME FOR THE AGED,Location of Residential Care Homes for the Elderly in Hong Kong,CENTRAL AND WESTERN,22.28605494,114.14151419,832623.5999999996,816351.4000000004
HEUNG HOI CHING KOK LIN ASSOCIATION BUDDHIST PO CHING CARE AND ATTENTION HOME FOR THE AGED WOMEN,Location of Residential Care Homes for the Elderly in Hong Kong,NORTH,22.49216642,114.13721535,832186.4000000004,839175.3000000007
ASSEMBLIES OF GOD HOLY LIGHT CHURCH AGED HOME,Location of Residential Care Homes for the Elderly in Hong Kong,YUEN LONG,22.43168284,114.03104186,821254.7999999998,832484.6999999993
TWGHS JOCKEY CLUB BLISSFUL VILLA,Location of Residential Care Homes for the Elderly in Hong Kong,SOUTHERN,22.24391238,114.1663102,835179.0,811684.6999999993
KWONG FUK ELDERLY CARE CENTRE (TO KWA WAN) LIMITED,Location of Residential Care Homes for the Elderly in Hong Kong,KOWLOON CITY,22.31285225,114.18783188,837396.7999999998,819318.6999999993
KIN ON HOME FOR THE ELDERLY,Location of Residential Care Homes for the Elderly in Hong Kong,KWAI TSING,22.36784302,114.13357079,831807.9000000004,825408.5999999996
COMFORT HOME FOR AGED LIMITED,Location of Residential Care Homes for the Elderly in Hong Kong,KWAI TSING,22.36494485,114.13600868,832058.0999999996,825087.4000000004
NAM WAH OLD AGE HOME (1ST BRANCH),Location of Residential Care Homes for the Elderly in Hong Kong,EASTERN,22.28279243,114.22202445,840920.5,815990.6999999993
HEALTH CARE HOME FOR AGED,Location of Residential Care Homes for the Elderly in Hong Kong,NORTH,22.50574545,114.12750228,831187.7999999998,840679.4000000004
THE ARCH HOME FOR THE ELDERLY,Location of Residential Care Homes for the Elderly in Hong Kong,EASTERN,22.29227048,114.19790312,838434.7000000002,817039.9000000004
THE SALVATION ARMY KAM TIN RESIDENCE FOR SENIOR CITIZENS,Location of Residential Care Homes for the Elderly in Hong Kong,YUEN LONG,22.44058506,114.06242936,824486.0,833467.4000000004
GOSPEL NURSING CENTRE,Location of Residential Care Homes for the Elderly in Hong Kong,EASTERN,22.27828468,114.22702011,841436.0,815491.4000000004
POK OI HOSPITAL YEUNG CHUN PUI CARE AND ATTENTION HOME,Location of Residential Care Homes for the Elderly in Hong Kong,YUEN LONG,22.44549148,113.99637513,817687.5,834017.8000000007
KEI TAK (TAI HANG) HOME FOR THE AGED LIMITED,Location of Residential Care Homes for the Elderly in Hong Kong,YUEN LONG,22.44639241,114.029919,821140.0999999996,834113.6999999993
KING FUK HOME FOR THE AGED,Location of Residential Care Homes for the Elderly in Hong Kong,SHAM SHUI PO,22.33438076,114.16086751,834618.2000000002,821702.9000000004
CHRISTIAN FAMILY SERVICE CENTRE YANG CHEN HOUSE,Location of Residential Care Homes for the Elderly in Hong Kong,SAI KUNG,22.31846377,114.26495541,845342.4000000004,819942.5999999996
HANG ON AGED HOME,Location of Residential Care Homes for the Elderly in Hong Kong,YAU TSIM MONG,22.32575714,114.16882774,835438.2000000002,820747.1999999993
HONG KONG SHENG KUNG HUI GOOD SHEPHERD HOME FOR THE ELDERLY,Location of Residential Care Homes for the Elderly in Hong Kong,KWUN TONG,22.32002638,114.21931874,840640.0999999996,820113.3000000007
HONG NING HOME FOR THE AGED,Location of Residential Care Homes for the Elderly in Hong Kong,KWAI TSING,22.35926217,114.12720452,831151.5,824458.6999999993
GOLDEN AGE HOME FOR SENIOR CITIZENS,Location of Residential Care Homes for the Elderly in Hong Kong,YUEN LONG,22.47649,114.05644,823873.5999999996,837444.4000000004
TSANG SHIU TIM HOME FOR THE ELDERLY,Location of Residential Care Homes for the Elderly in Hong Kong,SOUTHERN,22.26979503,114.12398578,830816.4000000004,814551.4000000004
THE VIGOROUS HOME,Location of Residential Care Homes for the Elderly in Hong Kong,KWAI TSING,22.34891428,114.10593794,828960.2000000002,823313.5
GREAT KINDNESS ELDERLY HOME LIMITED,Location of Residential Care Homes for the Elderly in Hong Kong,YAU TSIM MONG,22.32450194,114.16988581,835547.4000000004,820608.8000000007
SUN MAN FOOK AGED HOME (SAI WAN),Location of Residential Care Homes for the Elderly in Hong Kong,CENTRAL AND WESTERN,22.28167125,114.12690203,831117.7999999998,815866.8000000007
ST FRANCIS OLD AGE HOME (SHEUNG SHUI) LIMITED,Location of Residential Care Homes for the Elderly in Hong Kong,NORTH,22.50390328,114.12758069,831195.9000000004,840475.5999999996
HEALTHY ELDERLY HOME LIMITED,Location of Residential Care Homes for the Elderly in Hong Kong,EASTERN,22.29003924,114.2026286,838921.0999999996,816791.9000000004
KAI SHING ELDERLY CARE HOME,Location of Residential Care Homes for the Elderly in Hong Kong,KWAI TSING,22.3647734,114.13655244,832114.7000000002,825068.5999999996
KAU PUI LUNG ELDERLY HOME LIMITED,Location of Residential Care Homes for the Elderly in Hong Kong,KOWLOON CITY,22.3176837,114.18656079,837265.9000000004,819853.5999999996
TSZ YAM HOME OF AGED,Location of Residential Care Homes for the Elderly in Hong Kong,KWUN TONG,22.31875413,114.21503805,840199.2000000002,819972.5
SHEUNG TSUI HOME FOR AGED LIMITED,Location of Residential Care Homes for the Elderly in Hong Kong,SOUTHERN,22.24392949,114.15639602,834156.4000000004,811685.9000000004
HEALTHY LIFE ELDERLY HOME,Location of Residential Care Homes for the Elderly in Hong Kong,SOUTHERN,22.24095842,114.15652256,834169.7000000002,811357.0
SHUI HONG ELDERLY HOME (CHEUNG SHAN ESTATE BRANCH),Location of Residential Care Homes for the Elderly in Hong Kong,TSUEN WAN,22.37850719,114.13037289,831478.7000000002,826589.1999999993
MU LAN HOME FOR THE AGED,Location of Residential Care Homes for the Elderly in Hong Kong,YAU TSIM MONG,22.31464954,114.1693816,835495.7999999998,819516.9000000004
THE SALVATION ARMY NAM MING HAVEN FOR WOMEN,Location of Residential Care Homes for the Elderly in Hong Kong,SHAM SHUI PO,22.33518521,114.17236058,835802.9000000004,821791.4000000004
HANG FOOK HOME FOR THE AGED LIMITED,Location of Residential Care Homes for the Elderly in Hong Kong,CENTRAL AND WESTERN,22.28742,114.13817,832279.4000000004,816503.1999999993
TUNG WAH GROUP OF HOSPITALS MOK WONG FUNG YEE HOME FOR THE ELDERLY,Location of Residential Care Homes for the Elderly in Hong Kong,SHA TIN,22.36936588,114.18089407,836681.5999999996,825576.3000000007
"EXCEL HEALTH CARE CO., LIMITED",Location of Residential Care Homes for the Elderly in Hong Kong,SHAM SHUI PO,22.3380285,114.15556693,834072.2999999998,822106.0
ON LUK NURSING CENTRE LIMITED,Location of Residential Care Homes for the Elderly in Hong Kong,EASTERN,22.27968478,114.22586593,841316.4000000004,815646.4000000004
THE HONG KONG SOCIETY FOR THE AGED QUAN CHUEN HOME FOR THE ELDERLY,Location of Residential Care Homes for the Elderly in Hong Kong,SOUTHERN,22.25149615,114.14927418,833422.5999999996,812524.3000000007
PO LEUNG KUK TUNG CHUNG HOME FOR THE ELDERLY [RCHE] / PO LEUNG KUK CARE SERVICE FOR THE ELDERS (TUNG CHUNG) [CCSV RSP],Location of Residential Care Homes for the Elderly in Hong Kong,ISLANDS,22.29056927,113.94373677,812242.2999999998,816868.9000000004
JUBILANT ELDERLY CARE (SHEK WAI KOK),Location of Residential Care Homes for the Elderly in Hong Kong,TSUEN WAN,22.37529,114.12416,830839.0,826233.9000000004
SMOOTH LIVING ELDERLY HOME LIMITED,Location of Residential Care Homes for the Elderly in Hong Kong,KOWLOON CITY,22.30999857,114.18798694,837412.2999999998,819002.0
CANAAN CARE AND ATTENTION HOME,Location of Residential Care Homes for the Elderly in Hong Kong,KWAI TSING,22.36493599,114.13669803,832129.2000000002,825086.3000000007
PINE CARE POINT,Location of Residential Care Homes for the Elderly in Hong Kong,SHAM SHUI PO,22.33419163,114.16743916,835295.0999999996,821681.8000000007
FUK ON HOME OF AGED,Location of Residential Care Homes for the Elderly in Hong Kong,KOWLOON CITY,22.30687423,114.18340589,836940.4000000004,818656.5
SHEUNG SHUI TO YUEN HOME FOR AGED,Location of Residential Care Homes for the Elderly in Hong Kong,NORTH,22.50543879,114.12871725,831312.2999999998,840645.0
WONG PO HOME OF THE AGED LIMITED,Location of Residential Care Homes for the Elderly in Hong Kong,KOWLOON CITY,22.30660329,114.1838426,836985.7000000002,818626.5999999996
THE EVANGELICAL LUTHERAN CHURCH OF HONG KONG SHAN KING CARE AND ATTENTION HOME FOR THE ELDERLY,Location of Residential Care Homes for the Elderly in Hong Kong,TUEN MUN,22.39603004,113.96520769,814471.2000000002,828545.0
FRIENDLY HOME FOR THE AGED LIMITED,Location of Residential Care Homes for the Elderly in Hong Kong,YUEN LONG,22.44516619,114.03203809,821358.2000000002,833977.3000000007
TUNG WAH GROUP OF HOSPITALS MA CHENG SHUK YING HOME FOR THE ELDERLY [RCHE] / TWGHS MA CHENG SHUK YING HOME FOR THE ELDERY-HOME@COMMUNITY SUPPORT UNIT [CCSV RSP],Location of Residential Care Homes for the Elderly in Hong Kong,SHAM SHUI PO,22.3386883,114.16041077,834571.9000000004,822179.0
ENDLESS LOVE NURSING CENTRE (SHEUNG WAN) COMPANY LIMITED,Location of Residential Care Homes for the Elderly in Hong Kong,CENTRAL AND WESTERN,22.28633587,114.14634655,833121.2999999998,816382.3000000007
